Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 100),SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 100),Unit Price (@ Batch Size: 100),Unit Price (@ Batch Size: 100),Unit Price (@ Batch Size: 100),In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,Distributor [null],SKU [null],Packaging [null],Unit Price (@ Batch Size: 100) [null],Line Total [null],Batch Total [null],In Stock [null],MOQ [null],URL [null],Notes
1,SRN4018-1R0Y,Bourns,SRN4018-1R0Y,https://octopart.com/srn4018-1r0y-bourns-25452386, 1uH 3.7A,,,100,SRN4018-1R0Y/BKN,SRN4018-1R0YCT-ND,SRN4018-1R0Y,54W0051,,Cut Tape,,,0.2498,0.24,0.24,0.204,2250,11114,6649,2970,1,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0983ff6&sid=5822&ppid=25452386&vpid=71910524&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00876c3&sid=459&ppid=25452386&vpid=63783136&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00e0cc8&sid=2401&ppid=25452386&vpid=66287749&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0577bde&sid=2402&ppid=25452386&vpid=67006361&ct=offers,Newark,54W0051,,0.204,0.204,20.4,2970,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0577bde&sid=2402&ppid=25452386&vpid=67006361&ct=offers,
1,SSB44-E3/52T,Vishay Semiconductor,SSB44-E3/52T,https://octopart.com/ssb44-e3%2F52t-vishay+semiconductor-39552937, SR 5A 40V,,,100,SSB44-E3/52T,SSB44-E3/52TGICT-ND,SSB44-E3/52T,77K7964,,Cut Tape,,Tape & Reel,,0.3004,0.123,0.114,48000,68,10021,2250,750,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0f961b8&sid=5822&ppid=39552937&vpid=160584861&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=018ab44&sid=459&ppid=39552937&vpid=158973983&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=06bbcd2&sid=2401&ppid=39552937&vpid=115001381&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0746ba1&sid=2402&ppid=39552937&vpid=118863280&ct=offers,Newark,77K7964,Tape & Reel,0.114,0.114,11.4,2250,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0746ba1&sid=2402&ppid=39552937&vpid=118863280&ct=offers,
2,LP5900SD-3.3/NOPB,Texas Instruments,LP5900SD-3.3/NOPB,https://octopart.com/lp5900sd-3.3%2Fnopb-texas+instruments-5447578, LP5900 3.3V 150mA,,,200,LP5900SD-3.3/NOPB,LP5900SD-3.3/NOPBCT-ND,LP5900SD-3.3/NOPB,28X3629,,Cut Tape,,Tape & Reel,,0.5,0.574,0.314,15000,34712,21613,1000,1000,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=047fe70&sid=5822&ppid=5447578&vpid=57496875&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=02002ad&sid=459&ppid=5447578&vpid=57598867&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=02e0ced&sid=2401&ppid=5447578&vpid=57208082&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0972101&sid=2402&ppid=5447578&vpid=121006357&ct=offers,Newark,28X3629,Tape & Reel,0.314,0.628,62.8,1000,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0972101&sid=2402&ppid=5447578&vpid=121006357&ct=offers,
1,LP5900SD-1.8/NOPB,Texas Instruments,LP5900SD-1.8/NOPB,https://octopart.com/lp5900sd-1.8%2Fnopb-texas+instruments-5447581, LP5900 1.8V 150mA,,,100,LP5900SD-1.8/NOPB,LP5900SD-1.8/NOPBCT-ND,LP5900SD-1.8/NOPB,28X3627,,Cut Tape,,Tape & Reel,,0.5,0.574,0.314,0,4846,1503,1000,1000,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0bbd794&sid=5822&ppid=5447581&vpid=57496854&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00cc13d&sid=459&ppid=5447581&vpid=57598842&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0cdfb3e&sid=2401&ppid=5447581&vpid=57208073&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=06b981a&sid=2402&ppid=5447581&vpid=121006354&ct=offers,Newark,28X3627,Tape & Reel,0.314,0.314,31.4,1000,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=06b981a&sid=2402&ppid=5447581&vpid=121006354&ct=offers,
1,LMR10530YSD/NOPB,Texas Instruments,LMR10530YSD/NOPB,https://octopart.com/lmr10530ysd%2Fnopb-texas+instruments-24316647, LMR10530Y 1.0V 3A,,,100,LMR10530YSD/NOPB,296-40292-6-ND,LMR10530YSD/NOPB,,,Custom Reel,,,,1.134,1.29,,0,1307,836,,1000,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00994d9&sid=5822&ppid=24316647&vpid=57492745&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=017a895&sid=459&ppid=24316647&vpid=192869850&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0ce8ccb&sid=2401&ppid=24316647&vpid=66384713&ct=offers,,Digi-Key,296-40292-6-ND,Custom Reel,1.134,1.134,113.39999999999999,1307,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=017a895&sid=459&ppid=24316647&vpid=192869850&ct=offers,
1,XC7A35T-1FTG256C,Xilinx,XC7A35T-1FTG256C,https://octopart.com/xc7a35t-1ftg256c-xilinx-39208142, Artix-7 A35,,,100,XC7A35T-1FTG256C,122-1910-ND,,,,Tray,,,30.1154,34.37,,,97,108,,,1,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0cb9a36&sid=5822&ppid=39208142&vpid=114404822&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=08a517c&sid=459&ppid=39208142&vpid=175997289&ct=offers,,,Avnet Express,XC7A35T-1FTG256C,,30.1154,30.1154,3011.54,97,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0cb9a36&sid=5822&ppid=39208142&vpid=114404822&ct=offers,
1,SE4150L-R,Skyworks Solutions,SE4150L-R,https://octopart.com/se4150l-r-skyworks+solutions-20439429, SE4150L,,,100,,863-1354-6-ND,SE4150L-R,,,Custom Reel,,,,2.51,2.51,,,2673,5935,,,1,,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0f8db0b&sid=459&ppid=20439429&vpid=40478187&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0e39b2b&sid=2401&ppid=20439429&vpid=55802974&ct=offers,,Mouser,SE4150L-R,,2.51,2.51,250.99999999999997,5935,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0e39b2b&sid=2401&ppid=20439429&vpid=55802974&ct=offers,
1,M24256-BFMC6TG,STMicroelectronics,M24256-BFMC6TG,https://octopart.com/m24256-bfmc6tg-stmicroelectronics-22027923, EEPROM 32Kx8,,,100,M24256-BFMC6TG,M24256-BFMC6TG-ND,M24256-BFMC6TG,94T6412,,Tape & Reel,,,,,0.38,0.648,0,0,17451,0,5000,5000,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0807edb&sid=5822&ppid=22027923&vpid=49594644&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0e906ae&sid=459&ppid=22027923&vpid=50969119&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=067e5c9&sid=2401&ppid=22027923&vpid=118376133&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0c17d06&sid=2402&ppid=22027923&vpid=96643318&ct=offers,Mouser,M24256-BFMC6TG,,0.38,0.38,38,17451,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=067e5c9&sid=2401&ppid=22027923&vpid=118376133&ct=offers,
1,NC7SZ126P5X,Fairchild Semiconductor,NC7SZ126P5X,https://octopart.com/nc7sz126p5x-fairchild+semiconductor-425689, NC7SZ126,,,100,NC7SZ126P5X,NC7SZ126P5XCT-ND,NC7SZ126P5X,84H6496,,Cut Tape,,Tape & Reel,,0.186,0.093,0.03,54000,23502,12685,0,3000,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=062c24b&sid=5822&ppid=425689&vpid=17760153&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0e6d6a7&sid=459&ppid=425689&vpid=1462941&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0d1bd4a&sid=2401&ppid=425689&vpid=37712395&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00a487e&sid=2402&ppid=425689&vpid=96139648&ct=offers,Newark,84H6496,Tape & Reel,0.03,0.03,3,0,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=00a487e&sid=2402&ppid=425689&vpid=96139648&ct=offers,
1,LTC2248CUH#PBF,Linear Technology,LTC2248CUH#PBF,https://octopart.com/ltc2248cuh%23pbf-linear+technology-406569, LTC2248,,,100,,LTC2248CUH#PBF-ND,,,,Tube,,,,27.6899,,,,151,,,,1,,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0b0cba1&sid=459&ppid=406569&vpid=2034524&ct=offers,,,Digi-Key,LTC2248CUH#PBF-ND,Tube,27.6899,27.6899,2768.9900000000002,151,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0b0cba1&sid=459&ppid=406569&vpid=2034524&ct=offers,
1,LTC6401CUD-20#PBF,Linear Technology,LTC6401CUD-20#PBF,https://octopart.com/ltc6401cud-20%23pbf-linear+technology-6987061, LTC6401-20,,,100,,LTC6401CUD-20#PBF-ND,,57M0114,,Tube,,,,3.47,,3.47,,118,,6,,1,,1,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=081a0d9&sid=459&ppid=6987061&vpid=33778161&ct=offers,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=01ddb12&sid=2402&ppid=6987061&vpid=11375447&ct=offers,Newark,57M0114,,3.47,3.47,347,6,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=01ddb12&sid=2402&ppid=6987061&vpid=11375447&ct=offers,
3,MMZ1005B601C,EPCOS,MMZ1005B601C,https://octopart.com/mmz1005b601c-epcos-33188048, FB 600Z,,,300,,,MMZ1005B601C,33P7558,,,,,,,0.03,0.021,,,12082,0,,,,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0b8a455&sid=2401&ppid=33188048&vpid=37667417&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0649434&sid=2402&ppid=33188048&vpid=20020794&ct=offers,Newark,33P7558,,0.021,0.063,6.300000000000001,0,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0649434&sid=2402&ppid=33188048&vpid=20020794&ct=offers,
1,357LB3I065M3600,CTS Components,357LB3I065M3600,https://octopart.com/357lb3i065m3600-cts+components-19057936, 65.360 MHz,,,100,357LB3I065M3600,CTX723CT-ND,,,,Cut Tape,,,,7.4235,,,0,972,,,1000,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0be7bcf&sid=5822&ppid=19057936&vpid=112785528&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0913f97&sid=459&ppid=19057936&vpid=34405829&ct=offers,,,Digi-Key,CTX723CT-ND,Cut Tape,7.4235,7.4235,742.35,972,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0913f97&sid=459&ppid=19057936&vpid=34405829&ct=offers,
1,7Q-16.368MBG-T,TXC,7Q-16.368MBG-T,https://octopart.com/7q-16.368mbg-t-txc-19238888, 16.368 MHz,,,100,,887-1548-6-ND,,24T5646,,Custom Reel,,,,2.8998,,1.59,,2449,,0,,1,,1,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03737c6&sid=459&ppid=19238888&vpid=42202908&ct=offers,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=053ae64&sid=2402&ppid=19238888&vpid=35062547&ct=offers,Newark,24T5646,,1.59,1.59,159,0,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=053ae64&sid=2402&ppid=19238888&vpid=35062547&ct=offers,
1,SF1186G,Murata Power Solutions,SF1186G,https://octopart.com/sf1186g-murata+power+solutions-51773844, SAW L1,,,100,SF1186G,583-1198-1-ND,SF1186G,,,Cut Tape,,,,0.8085,0.731,,0,2881,3445,,2500,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=08e208e&sid=5822&ppid=51773844&vpid=113467321&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0d821fe&sid=459&ppid=51773844&vpid=113458955&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03e93d6&sid=2401&ppid=51773844&vpid=113438023&ct=offers,,Mouser,SF1186G,,0.731,0.731,73.1,3445,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03e93d6&sid=2401&ppid=51773844&vpid=113438023&ct=offers,
1,282836-2,TE Connectivity / Buchanan,282836-2,https://octopart.com/282836-2-te+connectivity+%2F+buchanan-39396936, TB_2,,,100,282836-2,A98076-ND,282836-2,23C9697,,Box,,,0.3379,0.402,0.421,0.306,0,4711,20615,4370,1,1,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=06ddbef&sid=5822&ppid=39396936&vpid=191010353&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=076a9e9&sid=459&ppid=39396936&vpid=115138022&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0ac0598&sid=2401&ppid=39396936&vpid=115159790&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=04c2399&sid=2402&ppid=39396936&vpid=118751829&ct=offers,Newark,23C9697,,0.306,0.306,30.599999999999998,4370,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=04c2399&sid=2402&ppid=39396936&vpid=118751829&ct=offers,
1,73251-1150,Molex,73251-1150,https://octopart.com/73251-1150-molex-777272, SMA,,,100,,,73251-1150,32M0773,,,,,,,3.29,2.74,,,3880,3200,,,,1,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=036b4ae&sid=2401&ppid=777272&vpid=37608985&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0494605&sid=2402&ppid=777272&vpid=6726202&ct=offers,Newark,32M0773,,2.74,2.74,274,3200,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0494605&sid=2402&ppid=777272&vpid=6726202&ct=offers,
2,6-146253-3,TE Connectivity / AMP,6-146253-3,https://octopart.com/6-146253-3-te+connectivity+%2F+amp-40724378, BEAGLEBONE_BLACK,,,200,6-146253-3,6-146253-3-ND,6-146253-3,19R4080,,Bulk,,,,,2.82,4.23,0,0,990,0,2400,2400,,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0a8d97e&sid=5822&ppid=40724378&vpid=118276844&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=04757b1&sid=459&ppid=40724378&vpid=126726336&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=032fdab&sid=2401&ppid=40724378&vpid=115537288&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0019409&sid=2402&ppid=40724378&vpid=118745468&ct=offers,Mouser,6-146253-3,,2.82,5.64,564,990,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=032fdab&sid=2401&ppid=40724378&vpid=115537288&ct=offers,
2,BMI-S-209-F,Laird,BMI-S-209-F,https://octopart.com/bmi-s-209-f-laird-20084281, RF_SHIELD 29x19,,,200,,903-1212-6-ND,BMI-S-209-F,,,Custom Reel,,,,1.1882,1.02,,,7778,9925,,,1,,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03a55ac&sid=459&ppid=20084281&vpid=56306471&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03ac2ec&sid=2401&ppid=20084281&vpid=37903039&ct=offers,,Mouser,BMI-S-209-F,,1.02,2.04,204,9925,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=03ac2ec&sid=2401&ppid=20084281&vpid=37903039&ct=offers,
2,BMI-S-209-C,Laird,BMI-S-209-C,https://octopart.com/bmi-s-209-c-laird-20084282, RF_SHIELD_COVER 29x19,,,200,,903-1185-ND,BMI-S-209-C,,,Bulk,,,,0.6955,0.838,,,4903,7074,,,1,,,,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0016a80&sid=459&ppid=20084282&vpid=52749469&ct=offers,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=01b172e&sid=2401&ppid=20084282&vpid=37903041&ct=offers,,Digi-Key,903-1185-ND,Bulk,0.6955,1.391,139.1,4903,1,https://octopart-clicks.com/click/track?country=NZ&ak=ec9249f5&sig=0016a80&sid=459&ppid=20084282&vpid=52749469&ct=offers,
